id,title,price,discount,thumbnail,description,category_id,url,discount_rate,brand,quantity_sold,timestamp
193151000,"Trend Following – Cách thức để kiếm được VẬN MAY LỚN và GIÀU CÓ trong các thị trường BÒ, GẤU và các sự kiện THIÊN NGA ĐEN",599000,599000,https://salt.tikicdn.com/ts/product/01/66/58/fe886ea64fb2b7de001d0bc4957fac49.jpg,"Thị trường chứng khoán qua bao thăng trầm vẫn thủy chung với bản tính bất định khó trị, đã khiến cho không biết bao nhiêu nhà đầu tư lao đao và chìm sâu thua lỗ. Chúng ta bắt buộc phải nhìn nhận rằng:...",2,https://tiki.vn/product-p193151000.html?spid=193151014,0,Không,954,5/11/2024 11:18
274550666,Sách Cách Mạng lượng tử- Nơi khoa học gặp gỡ tâm linh,369000,369000,https://salt.tikicdn.com/ts/product/8e/e6/f4/507dd442e6ee15be90cd294477b1b080.jpg,"Cuốn sách ""Cách mạng lượng tử - Nơi khoa học gặp gỡ tâm linh"" khám phá sâu hơn vào cuộc gặp gỡ đầy ý nghĩa giữa hai lĩnh vực truyền thống thường được xem là đối lập: khoa học và tâm linh. Trải qua 5.0...",2,https://tiki.vn/product-p274550666.html?spid=274550667,0,Không,15,5/11/2024 11:18
271379451,Lý Thuyết Trò Chơi,179000,112770,https://salt.tikicdn.com/ts/product/8a/b6/ba/1d95b88597f28e42d8ca91e3b3ff600f.jpg,"LÝ THUYẾT TRÒ CHƠIĐời người giống như trò chơi, mỗi bước đều phải cân nhắc xem đi như thế nào, đi về đâu, phải kết hợp nhiều yếu tố lại chúng ta mới có thể đưa ra được lựa chọn. Mà trong quá trình ch...",2,https://tiki.vn/product-p271379451.html?spid=271379452,37,Không,26301,5/11/2024 11:18
173156781,Combo 2 Sách Thành thạo Tin học văn phòng: Thành thạo Hàm Excel phổ biến nhất + Thành thạo Soạn thảo văn bản Word - Mẹo xử lý lỗi Word Excel trong công việc -  tinhocmos,308000,265000,https://salt.tikicdn.com/ts/product/88/20/26/33624b8dc720d1ed6e36cbd6687b6b7e.png,BỘ SẢN PHẨM BAO GỒM Trung tâm tin học văn phòng MOS - Tinhocmos xin trân trọng giới thiệu bộ Combo Sách Thành thạo Tin học văn phòng bao gồm 2 cuốn sách:Sách Thành thạo các hàm Excel phổ biến nhất:...,2,https://tiki.vn/product-p173156781.html?spid=173156783,14,Không,723,5/11/2024 11:18
50215817,Combo Cẩm Nang Bé Gái Tuổi Dậy Thì - Quyển 1 Và 2 (Tái Bản 2019) (Bộ 2 Quyển),260500,260500,https://salt.tikicdn.com/ts/product/77/f2/63/d284bf77ee91d9ba8018ac985b32a09c.jpg,Combo Cẩm Nang Bé Gái Tuổi Dậy Thì - Quyển 1 Và 2 (Tái Bản 2019) (Bộ 2 Quyển)   Tất tần tật những thắc mắc về tâm sinh lí các bé gái tuổi dậy thì (9-18 tuổi) đều được giải đáp trong 2 cuốn sách này. ...,2,https://tiki.vn/product-p50215817.html?spid=53969857,0,Không,236,5/11/2024 11:18
74021317,Cây Cam Ngọt Của Tôi,108000,64800,https://salt.tikicdn.com/ts/product/5e/18/24/2a6154ba08df6ce6161c13f4303fa19e.jpg,“Vị chua chát của cái nghèo hòa trộn với vị ngọt ngào khi khám phá ra những điều khiến cuộc đời này đáng số một tác phẩm kinh điển của Brazil.”- Booklist“Một cách nhìn cuộc sống gần như hoàn chỉnh t...,2,https://tiki.vn/product-p74021317.html?spid=74021318,40,Không,72685,5/11/2024 11:18
188940817,Vị Thần Của Những Quyết Định,84000,54400,https://salt.tikicdn.com/ts/product/43/ab/c4/ca43338403ee3c7484f1c2cf41c1afe5.jpg,"Không có gì là ngẫu nhiên. Mọi chuyện đều là tất nhiên. Một cuốn sách tâm linh giúp bạn giải quyết những vấn đề trong cuộc sống, công việc, tình cảm… Nếu bạn đang phân vân trước những lựa chọn, nếu bạ...",2,https://tiki.vn/product-p188940817.html?spid=188940822,35,Không,9950,5/11/2024 11:18
189643105,Không Phải Sói Nhưng Cũng Đừng Là Cừu -Tặng kèm bookmark 2 mặt,128000,115000,https://salt.tikicdn.com/ts/product/65/0d/2b/369a47dc4d63887090e0c9679a09fb70.jpg,"SÓI VÀ CỪU - BẠN KHÔNG TỐT NHƯ BẠN NGHĨ ĐÂU!Làn ranh của việc ngây thơ hay xấu xa đôi khi mỏng manh hơn bạn nghĩ.Bạn làm một việc mà mình cho là đúng, kết quả lại bị mọi người khiển trách.Bạn ủng h...",2,https://tiki.vn/product-p189643105.html?spid=200854012,10,Không,0,5/11/2024 11:18
26114399,"Nóng Giận Là Bản Năng , Tĩnh Lặng Là Bản Lĩnh",89000,50730,https://salt.tikicdn.com/ts/product/45/15/af/39ce2f3f2da7c6f7360ca6f527ff07a3.png,"Sai lầm lớn nhất của chúng ta là đem những tật xấu, những cảm xúc tiêu cực trút bỏ lên những người xung quanh, càng là người thân càng dễ gây thương tổn.Cái gì cũng nói toạc ra, cái gì cũng bộc lộ hế...",2,https://tiki.vn/product-p26114399.html?spid=26114400,43,Không,74419,5/11/2024 11:18
109017985,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",179000,116000,https://salt.tikicdn.com/ts/product/7c/e8/34/4d3636aadb471cad0bf2f45d681e4f23.jpg,"NẾU MỘT NGÀY ANH THẤY TÔI ĐIÊN, THỰC RA CHÍNH LÀ ANH ĐIÊN ĐẤY!Hỡi những con người đang oằn mình trong cuộc sống, bạn biết gì về thế giới của mình? Là vô vàn thứ lý thuyết được các bậc vĩ nhân kiểm ch...",2,https://tiki.vn/product-p109017985.html?spid=109017987,35,Không,25888,5/11/2024 11:18
73179948,Sách Tự động hóa doanh nghiệp Tập 1,599000,599000,https://salt.tikicdn.com/ts/product/da/ca/ed/d52346fda9868c7dcf6db28a1a6b80a5.jpg,"THÔNG TIN SẢN PHẨMCUỐN SÁCH NÀY LÀ DÀNH CHO BẠN - NHÀ LÃNH ĐẠO TÀI BACuốn sách tổng hợp 5 HỆ THỐNG NỀN TẢNG để xây dựng doanh nghiệp BÀI BẢN, TỰ ĐỘNG. Thông qua phương pháp ""CẦM TAY CHỈ VIỆC"" giúp b...",2,https://tiki.vn/product-p73179948.html?spid=73179949,0,Không,129,5/11/2024 11:18
601472,Cổ Tích Việt Nam Bằng Thơ (Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng),118350,118350,https://salt.tikicdn.com/ts/product/b6/7e/65/70cb2dfae8d74f484259a34bc253157f.jpg,Cổ Tích Việt Nam Bằng Thơ (Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng)   Cùng ngược dòng thời gian để tìm về kí ức tuổi thơ trong trẻo trong thế giới của những câu chuyện cổ tích thần tiên! Nối tiếp thành c...,2,https://tiki.vn/product-p601472.html?spid=12500976,0,Không,36,5/11/2024 11:18
53434797,Sách Tài Chính Cá Nhân Cho Người Việt Nam - Tặng Khóa học Online về Tài chính,200000,200000,https://salt.tikicdn.com/ts/product/aa/77/eb/711f54ce041acff46f561bac347f45c8.png,"Cuốn sách “Tài chính cá nhân dành cho người Việt Nam” và bộ bài giảng trực tuyến tặng kèm, gồm tất cả những nội dung về tài chính cá nhân, như sau:Kiếm tiền: Khi còn có thể làm việc, chúng ta cần ki...",2,https://tiki.vn/product-p53434797.html?spid=53434798,0,Không,13637,5/11/2024 11:18
271194102,"Balo học sinh cao cấp TNBags Smart Red TN.B 3110, Balo đẹp dành cho bé trai năng động, cá tính, chống gù",279000,279000,https://salt.tikicdn.com/ts/product/60/92/47/c6032b60e7b9adae402af7466e2158bc.jpg,"Thông số kĩ thuật Balo học sinh TNBags Smart Red TN.B 3110:Màu sắc: đỏKích thước:  40 x 30 x 13 cmKhối lượng: 600grChất liệu: Vải Polyester, PVC, vải lót 210 chất lượngThời hạn bảo hành: 12 tháng...",2,https://tiki.vn/product-p271194102.html?spid=271194103,0,TN BAGS TRUNG NGUYEN,0,5/11/2024 11:18
